abone_id,yas,cinsiyet,aylik_gelir,harcama,sehir,egitim
abone7069,67,erkek,15522,Ulaşım,Ankara,ilkokul
abone7070,48,kadin,5331,Ulaşım,Şanlıurfa,ortaokul
abone7071,34,kadin,6358,Gıda,Diyarbakır,ilkokul
abone7072,35,erkek,8340,Ev Giderleri,Adana,lise
abone7073,62,kadin,4991,Ulaşım,Konya,lise
abone7074,65,kadin,7992,Eğitim,Trabzon,lise
abone7075,37,erkek,13833,Eğitim,Antalya,doktora
abone7076,55,erkek,10220,Diğer,Malatya,lisans
abone7077,42,erkek,11864,Diğer,Konya,lisans
abone7078,27,kadin,7676,Eğitim,Manisa,lise
abone7079,67,kadin,5832,Sağlık,Samsun,lise
abone7080,37,erkek,5080,Giyim,Istanbul,ortaokul
abone7081,34,kadin,10104,Giyim,Denizli,ortaokul
abone7082,31,kadin,8187,Ev Giderleri,Trabzon,doktora
abone7083,19,kadin,15752,Eğitim,Ankara,lisans
abone7084,66,kadin,9306,Gıda,Samsun,ortaokul
abone7085,25,erkek,14569,Eğlence,Diyarbakır,ortaokul
abone7086,37,kadin,14039,Giyim,Şanlıurfa,yuksek lisans
abone7087,20,erkek,10816,Diğer,Mersin,ortaokul
abone7088,50,kadin,13389,Ulaşım,Trabzon,lisans
abone7089,41,kadin,18262,Gıda,Kocaeli,yuksek lisans
abone7090,30,kadin,5330,Gıda,Samsun,ortaokul
abone7091,53,kadin,9518,Ulaşım,Malatya,lisans
abone7092,23,kadin,8883,Eğitim,Malatya,lise
abone7093,35,kadin,3000,Sağlık,Malatya,lisans
abone7094,56,kadin,7178,Eğlence,Balıkesir,lise
abone7095,52,kadin,3608,Sağlık,Samsun,lise
abone7096,68,erkek,7573,Diğer,Denizli,lise
abone7097,40,erkek,11701,Giyim,Mersin,lisans
abone7098,56,kadin,7738,Diğer,Adana,lisans
abone7099,33,erkek,8876,Gıda,Adana,doktora
abone7100,69,kadin,8714,Ulaşım,Sivas,yuksek lisans
abone7101,40,erkek,6394,Giyim,Gaziantep,lise
abone7102,52,kadin,7874,Sağlık,Malatya,lisans
abone7103,48,kadin,3872,Eğlence,Ankara,yuksek lisans
abone7104,28,kadin,6298,Sağlık,Denizli,lisans
abone7105,47,erkek,11369,Eğitim,Balıkesir,lise
abone7106,52,erkek,7358,Diğer,Istanbul,lise
abone7107,58,erkek,3960,Ulaşım,Kocaeli,lise
abone7108,47,kadin,12596,Ev Giderleri,Balıkesir,lise
abone7109,63,erkek,12900,Gıda,Denizli,lise
abone7110,61,kadin,3000,Eğitim,Denizli,yuksek lisans
abone7111,37,kadin,10425,Eğitim,Şanlıurfa,lise
abone7112,23,erkek,8373,Giyim,Ankara,ortaokul
abone7113,26,kadin,14679,Eğitim,Ankara,lisans
abone7114,20,erkek,18652,Ulaşım,Diyarbakır,ortaokul
abone7115,70,kadin,15522,Gıda,Manisa,lise
abone7116,58,kadin,11162,Giyim,Ankara,lise
abone7117,46,kadin,10260,Giyim,Samsun,lisans
abone7118,34,erkek,7583,Eğlence,Kocaeli,lisans
abone7119,26,kadin,14306,Giyim,Gaziantep,lisans
abone7120,24,erkek,9880,Diğer,Diyarbakır,lisans
abone7121,57,erkek,7676,Ulaşım,Izmir,lisans
abone7122,41,erkek,8319,Eğitim,Gaziantep,lisans
abone7123,58,kadin,14045,Diğer,Antalya,ortaokul
abone7124,18,erkek,12381,Eğlence,Konya,lise
abone7125,64,kadin,7241,Ev Giderleri,Antalya,lise
abone7126,69,kadin,3000,Eğlence,Izmir,lisans
abone7127,31,kadin,3000,Gıda,Diyarbakır,lise
abone7128,57,erkek,5862,Diğer,Manisa,lisans
abone7129,30,kadin,13389,Eğitim,Şanlıurfa,lise
abone7130,36,erkek,6264,Ev Giderleri,Şanlıurfa,lisans
abone7131,53,erkek,18313,Ev Giderleri,Bursa,lise
abone7132,30,erkek,13850,Ulaşım,Gaziantep,doktora
abone7133,34,erkek,5629,Eğitim,Istanbul,lise
abone7134,39,erkek,11941,Diğer,Mersin,lisans
abone7135,54,kadin,10333,Sağlık,Sivas,lise
abone7136,41,erkek,9355,Eğitim,Gaziantep,yuksek lisans
abone7137,47,kadin,6376,Gıda,Gaziantep,ortaokul
abone7138,28,kadin,9556,Giyim,Balıkesir,lise
abone7139,27,erkek,10604,Ev Giderleri,Trabzon,lise
abone7140,22,erkek,8422,Diğer,Samsun,lisans
abone7141,28,erkek,8772,Diğer,Kahramanmaraş,lise
abone7142,36,kadin,7454,Sağlık,Antalya,lisans
abone7143,18,erkek,3663,Sağlık,Sivas,lise
abone7144,55,erkek,9707,Gıda,Diyarbakır,lisans
abone7145,47,kadin,11947,Eğitim,Gaziantep,lisans
abone7146,30,erkek,10032,Gıda,Malatya,lisans
abone7147,69,erkek,13053,Ulaşım,Gaziantep,lise
abone7148,40,erkek,11827,Ev Giderleri,Denizli,lisans
abone7149,65,kadin,12183,Eğlence,Mersin,lise
abone7150,50,kadin,5767,Ev Giderleri,Mersin,doktora
abone7151,65,kadin,3538,Sağlık,Balıkesir,yuksek lisans
abone7152,20,erkek,10772,Giyim,Izmir,doktora
abone7153,23,erkek,8248,Gıda,Malatya,ortaokul
abone7154,69,kadin,10395,Ulaşım,Diyarbakır,lisans
abone7155,37,kadin,16374,Giyim,Izmir,ilkokul
abone7156,31,erkek,9363,Diğer,Bursa,lise
abone7157,35,erkek,10083,Gıda,Trabzon,lisans
abone7158,53,kadin,5377,Giyim,Şanlıurfa,doktora
abone7159,19,erkek,16874,Giyim,Istanbul,lise
abone7160,34,erkek,9514,Eğitim,Antalya,lisans
abone7161,66,kadin,15192,Gıda,Mersin,lisans
abone7162,63,kadin,15030,Sağlık,Samsun,lise
abone7163,35,kadin,8817,Sağlık,Izmir,lise
abone7164,51,kadin,12859,Diğer,Antalya,lisans
abone7165,31,erkek,6353,Eğitim,Kahramanmaraş,lise
abone7166,31,kadin,11379,Ulaşım,Kocaeli,lisans
abone7167,53,erkek,8824,Eğlence,Kahramanmaraş,lisans
abone7168,32,erkek,12557,Eğitim,Trabzon,lisans
abone7169,54,erkek,9814,Eğitim,Samsun,yuksek lisans
abone7170,37,kadin,9999,Giyim,Gaziantep,lise
abone7171,36,kadin,10432,Giyim,Adana,lisans
abone7172,46,erkek,6778,Ev Giderleri,Denizli,lisans
abone7173,38,erkek,8578,Diğer,Antalya,lise
abone7174,33,erkek,9872,Ulaşım,Mersin,lise
abone7175,31,kadin,14573,Sağlık,Şanlıurfa,ortaokul
abone7176,43,kadin,9893,Ev Giderleri,Bursa,lisans
abone7177,39,erkek,4832,Giyim,Konya,lisans
abone7178,45,erkek,11574,Ev Giderleri,Trabzon,doktora
abone7179,24,erkek,3000,Gıda,Kahramanmaraş,ortaokul
abone7180,49,erkek,16646,Sağlık,Istanbul,ilkokul
abone7181,31,kadin,8872,Ev Giderleri,Sivas,lisans
abone7182,68,erkek,15265,Sağlık,Kocaeli,lise
abone7183,66,erkek,10721,Ev Giderleri,Izmir,lisans
abone7184,19,kadin,4892,Eğlence,Diyarbakır,ortaokul
abone7185,55,kadin,13689,Sağlık,Mersin,lise
abone7186,55,erkek,6273,Ev Giderleri,Şanlıurfa,lisans
abone7187,23,erkek,6204,Eğlence,Balıkesir,lisans
abone7188,41,erkek,10145,Ev Giderleri,Konya,lisans
abone7189,58,kadin,9500,Giyim,Ankara,lisans
abone7190,29,erkek,3000,Giyim,Diyarbakır,lise
abone7191,35,kadin,11234,Gıda,Kahramanmaraş,lisans
abone7192,27,erkek,9671,Diğer,Konya,lisans
abone7193,39,erkek,17805,Sağlık,Malatya,lisans
abone7194,48,kadin,7442,Diğer,Mersin,lisans
abone7195,54,erkek,3000,Eğlence,Bursa,lise
abone7196,35,erkek,23543,Diğer,Samsun,lise
abone7197,58,kadin,10207,Sağlık,Konya,lisans
abone7198,50,erkek,7793,Ulaşım,Kocaeli,lisans
abone7199,40,erkek,11351,Ulaşım,Balıkesir,ilkokul
abone7200,24,erkek,5467,Sağlık,Antalya,lisans
abone7201,34,erkek,9960,Ulaşım,Gaziantep,yuksek lisans
abone7202,38,kadin,10715,Gıda,Samsun,lise
abone7203,65,kadin,10209,Sağlık,Gaziantep,lisans
abone7204,47,kadin,11441,Eğitim,Trabzon,lisans
abone7205,32,kadin,9846,Eğitim,Bursa,lisans
abone7206,46,erkek,12591,Sağlık,Sivas,lisans
abone7207,24,kadin,18188,Sağlık,Antalya,lisans
abone7208,55,erkek,11727,Sağlık,Izmir,ortaokul
abone7209,44,kadin,10564,Eğlence,Ankara,yuksek lisans
abone7210,20,erkek,16097,Gıda,Gaziantep,lise
abone7211,45,kadin,9409,Ulaşım,Diyarbakır,doktora
abone7212,65,kadin,10771,Ev Giderleri,Izmir,ilkokul
abone7213,24,erkek,3000,Ev Giderleri,Diyarbakır,lisans
abone7214,70,erkek,8570,Giyim,Denizli,lisans
abone7215,45,kadin,8223,Ulaşım,Kahramanmaraş,lise
abone7216,20,kadin,8231,Ulaşım,Kahramanmaraş,lise
abone7217,62,erkek,8629,Sağlık,Diyarbakır,ortaokul
abone7218,66,kadin,3000,Sağlık,Bursa,lise
abone7219,31,erkek,7307,Gıda,Istanbul,lise
abone7220,24,erkek,9490,Ulaşım,Balıkesir,lise
abone7221,48,kadin,3000,Sağlık,Mersin,lisans
abone7222,63,kadin,14394,Eğitim,Şanlıurfa,lisans
abone7223,69,kadin,3717,Eğitim,Manisa,lisans
abone7224,53,kadin,6764,Ev Giderleri,Konya,yuksek lisans
abone7225,38,kadin,7604,Ev Giderleri,Gaziantep,doktora
abone7226,64,erkek,13127,Giyim,Denizli,lise
abone7227,34,erkek,20329,Ulaşım,Kocaeli,lisans
abone7228,60,erkek,7878,Eğitim,Malatya,doktora
abone7229,43,kadin,11448,Eğlence,Kocaeli,lisans
abone7230,25,kadin,16582,Ulaşım,Gaziantep,lise
abone7231,53,kadin,6178,Diğer,Adana,lisans
abone7232,41,kadin,8131,Eğitim,Diyarbakır,lisans
abone7233,56,erkek,9866,Gıda,Şanlıurfa,lise
abone7234,63,kadin,11626,Sağlık,Istanbul,doktora
abone7235,59,kadin,7556,Gıda,Diyarbakır,lisans
abone7236,64,erkek,11417,Giyim,Sivas,lisans
abone7237,32,erkek,9016,Gıda,Manisa,yuksek lisans
abone7238,38,kadin,12339,Giyim,Balıkesir,lisans
abone7239,61,kadin,3000,Eğlence,Malatya,lisans
abone7240,48,kadin,8472,Gıda,Malatya,lise
abone7241,23,kadin,8876,Sağlık,Kahramanmaraş,lisans
abone7242,38,kadin,14256,Ev Giderleri,Ankara,lise
abone7243,65,kadin,8282,Eğlence,Istanbul,yuksek lisans
abone7244,39,kadin,10003,Gıda,Gaziantep,lise
abone7245,64,kadin,12791,Eğlence,Balıkesir,lise
abone7246,36,erkek,9312,Ev Giderleri,Şanlıurfa,lise
abone7247,52,erkek,6062,Ulaşım,Diyarbakır,lisans
abone7248,47,kadin,11987,Ev Giderleri,Şanlıurfa,ortaokul
abone7249,34,kadin,16040,Eğlence,Bursa,lisans
abone7250,70,erkek,13779,Gıda,Ankara,lise
abone7251,67,erkek,7919,Sağlık,Manisa,lisans
abone7252,34,kadin,13614,Sağlık,Adana,lisans
abone7253,26,erkek,8062,Sağlık,Kahramanmaraş,lisans
abone7254,48,erkek,7613,Gıda,Malatya,lise
abone7255,70,kadin,8629,Diğer,Antalya,doktora
abone7256,63,erkek,6009,Diğer,Samsun,ortaokul
abone7257,32,kadin,11372,Eğitim,Kocaeli,lise
abone7258,51,kadin,8216,Ev Giderleri,Izmir,lisans
abone7259,38,erkek,11532,Eğitim,Ankara,lise
abone7260,46,erkek,11033,Eğitim,Balıkesir,lisans
abone7261,70,erkek,15893,Gıda,Malatya,lise
abone7262,68,erkek,11321,Eğlence,Bursa,lise
abone7263,23,kadin,7952,Ulaşım,Malatya,ortaokul
abone7264,42,kadin,7539,Eğlence,Antalya,lise
abone7265,66,erkek,9392,Ev Giderleri,Konya,yuksek lisans
abone7266,35,erkek,15696,Eğlence,Sivas,yuksek lisans
abone7267,59,kadin,13619,Giyim,Ankara,ortaokul
abone7268,62,kadin,17165,Sağlık,Diyarbakır,ilkokul
abone7269,26,erkek,5842,Ulaşım,Balıkesir,lisans
abone7270,22,erkek,8524,Gıda,Konya,ortaokul
abone7271,58,kadin,19068,Giyim,Mersin,yuksek lisans
abone7272,38,erkek,10560,Ulaşım,Kocaeli,lisans
abone7273,66,kadin,10849,Eğlence,Diyarbakır,lisans
abone7274,57,erkek,7187,Eğlence,Konya,lisans
abone7275,61,kadin,6835,Diğer,Denizli,yuksek lisans
abone7276,28,kadin,10848,Ev Giderleri,Sivas,lisans
abone7277,38,kadin,10213,Ev Giderleri,Manisa,lisans
abone7278,54,kadin,13075,Eğitim,Trabzon,lisans
abone7279,53,erkek,4768,Eğlence,Ankara,lise
abone7280,18,kadin,4653,Giyim,Antalya,lisans
abone7281,25,kadin,5418,Diğer,Konya,lisans
abone7282,37,erkek,15673,Eğitim,Izmir,lise
abone7283,50,erkek,6823,Ev Giderleri,Bursa,lise
abone7284,20,erkek,5585,Eğitim,Adana,yuksek lisans
abone7285,22,erkek,13206,Eğitim,Konya,lise
abone7286,26,kadin,10885,Eğlence,Bursa,lise
abone7287,32,erkek,9754,Gıda,Şanlıurfa,lise
abone7288,50,kadin,10824,Ulaşım,Balıkesir,lise
abone7289,31,kadin,7535,Giyim,Ankara,lise
abone7290,68,kadin,9866,Ev Giderleri,Denizli,lisans
abone7291,35,kadin,4306,Gıda,Antalya,lise
abone7292,49,erkek,10236,Eğlence,Samsun,lisans
abone7293,43,erkek,9981,Ulaşım,Antalya,yuksek lisans
abone7294,48,kadin,14171,Eğitim,Diyarbakır,lisans
abone7295,56,kadin,8879,Diğer,Denizli,lise
abone7296,67,kadin,5226,Gıda,Bursa,ortaokul
abone7297,32,kadin,5753,Eğlence,Mersin,lise
abone7298,49,erkek,8835,Eğlence,Trabzon,ilkokul
abone7299,39,erkek,10865,Diğer,Mersin,lise
abone7300,37,kadin,9774,Gıda,Antalya,lisans
abone7301,53,erkek,3000,Sağlık,Sivas,ilkokul
abone7302,53,kadin,12326,Sağlık,Adana,lisans
abone7303,26,erkek,4513,Diğer,Balıkesir,yuksek lisans
abone7304,26,kadin,7164,Gıda,Balıkesir,ortaokul
abone7305,49,kadin,9574,Eğlence,Kocaeli,ilkokul
abone7306,35,erkek,3174,Eğitim,Samsun,lise
abone7307,42,kadin,13052,Ulaşım,Şanlıurfa,yuksek lisans
abone7308,48,kadin,7736,Diğer,Samsun,lise
abone7309,61,erkek,6618,Eğitim,Ankara,ortaokul
abone7310,58,kadin,10564,Ulaşım,Malatya,lise
abone7311,19,erkek,5245,Gıda,Antalya,lise
abone7312,61,erkek,3000,Diğer,Izmir,yuksek lisans
abone7313,52,erkek,9262,Eğlence,Balıkesir,lise
abone7314,22,erkek,7588,Eğlence,Adana,lisans
abone7315,23,erkek,13536,Gıda,Kahramanmaraş,lise
abone7316,21,kadin,3000,Ev Giderleri,Şanlıurfa,yuksek lisans
abone7317,20,kadin,5896,Eğitim,Samsun,doktora
abone7318,70,kadin,3874,Ev Giderleri,Trabzon,lisans
abone7319,33,erkek,8968,Giyim,Malatya,lise
abone7320,57,erkek,9492,Eğlence,Adana,lisans
abone7321,29,erkek,3000,Eğitim,Gaziantep,lise
abone7322,46,kadin,16249,Giyim,Mersin,yuksek lisans
abone7323,26,erkek,13771,Gıda,Izmir,lisans
abone7324,58,kadin,8571,Ulaşım,Denizli,lise
abone7325,68,erkek,9281,Sağlık,Malatya,lise
abone7326,34,erkek,8535,Diğer,Bursa,lisans
abone7327,70,erkek,12774,Eğlence,Gaziantep,lise
abone7328,24,erkek,13692,Giyim,Ankara,lise
abone7329,38,erkek,12483,Gıda,Konya,lisans
abone7330,43,erkek,3000,Eğitim,Mersin,yuksek lisans
abone7331,43,kadin,5755,Ev Giderleri,Denizli,ortaokul
abone7332,29,erkek,5604,Giyim,Trabzon,lise
abone7333,70,kadin,10715,Ev Giderleri,Ankara,lise
abone7334,36,erkek,7937,Ulaşım,Kahramanmaraş,ortaokul
abone7335,23,kadin,13356,Eğlence,Istanbul,doktora
abone7336,25,kadin,15552,Eğlence,Istanbul,lise
abone7337,51,kadin,12462,Diğer,Balıkesir,lise
abone7338,40,erkek,7958,Giyim,Istanbul,lisans
abone7339,54,kadin,8269,Ev Giderleri,Adana,ortaokul
abone7340,67,kadin,12027,Gıda,Balıkesir,lisans
abone7341,23,erkek,12581,Ulaşım,Manisa,lisans
abone7342,50,kadin,15436,Sağlık,Izmir,lise
abone7343,31,kadin,14006,Gıda,Mersin,yuksek lisans
abone7344,31,erkek,17925,Ulaşım,Malatya,lisans
abone7345,20,kadin,7378,Diğer,Antalya,lisans
abone7346,45,erkek,12264,Ulaşım,Balıkesir,lise
abone7347,48,erkek,8541,Eğlence,Bursa,lisans
abone7348,68,kadin,12693,Gıda,Adana,lisans
abone7349,53,erkek,21113,Eğlence,Trabzon,lisans
abone7350,19,erkek,11995,Sağlık,Manisa,lise
abone7351,24,erkek,10780,Ev Giderleri,Manisa,ortaokul
abone7352,51,erkek,13022,Giyim,Kocaeli,ilkokul
abone7353,33,erkek,14563,Ev Giderleri,Denizli,ilkokul
abone7354,63,erkek,6874,Gıda,Sivas,ilkokul
abone7355,64,erkek,3000,Gıda,Trabzon,lisans
abone7356,53,kadin,8243,Sağlık,Izmir,ilkokul
abone7357,26,kadin,7472,Sağlık,Kocaeli,ilkokul
abone7358,47,erkek,4857,Eğlence,Manisa,ortaokul
abone7359,32,kadin,10663,Gıda,Mersin,lisans
abone7360,26,kadin,7558,Gıda,Ankara,ilkokul
abone7361,20,erkek,10470,Ev Giderleri,Mersin,lisans
abone7362,45,kadin,5546,Giyim,Kocaeli,ortaokul
abone7363,52,kadin,7004,Ulaşım,Gaziantep,lisans
abone7364,33,kadin,15053,Ev Giderleri,Şanlıurfa,lise
abone7365,50,erkek,9053,Eğlence,Manisa,lise
abone7366,69,erkek,10871,Eğitim,Trabzon,lise
abone7367,66,kadin,10886,Gıda,Bursa,yuksek lisans
abone7368,53,erkek,10540,Ulaşım,Kocaeli,lisans
abone7369,62,kadin,13659,Diğer,Manisa,ilkokul
abone7370,60,erkek,7734,Ulaşım,Bursa,lisans
abone7371,67,kadin,5473,Eğitim,Kocaeli,ortaokul
abone7372,62,kadin,5731,Eğlence,Sivas,ortaokul
abone7373,25,kadin,5741,Giyim,Şanlıurfa,lisans
abone7374,21,kadin,10538,Eğitim,Izmir,lisans
abone7375,37,erkek,6331,Gıda,Sivas,lise
abone7376,21,erkek,9558,Sağlık,Malatya,lisans
abone7377,47,erkek,12036,Eğlence,Diyarbakır,ilkokul
abone7378,45,kadin,7167,Sağlık,Kocaeli,lisans
abone7379,24,erkek,3000,Ulaşım,Samsun,ilkokul
abone7380,52,erkek,3000,Eğitim,Gaziantep,doktora
abone7381,34,erkek,10226,Gıda,Gaziantep,lise
abone7382,55,erkek,18548,Sağlık,Şanlıurfa,lisans
abone7383,22,erkek,3921,Ev Giderleri,Gaziantep,ortaokul
abone7384,54,erkek,6974,Giyim,Antalya,doktora
abone7385,68,kadin,10955,Eğlence,Kahramanmaraş,lisans
abone7386,27,erkek,15525,Ulaşım,Sivas,yuksek lisans
abone7387,62,kadin,9891,Eğlence,Mersin,lisans
abone7388,38,erkek,9517,Ulaşım,Mersin,lisans
abone7389,24,kadin,11631,Giyim,Kahramanmaraş,lisans
abone7390,56,erkek,11085,Eğitim,Şanlıurfa,lisans
abone7391,51,kadin,8640,Giyim,Manisa,lise
abone7392,40,kadin,9421,Eğlence,Ankara,lisans
abone7393,50,erkek,13498,Ulaşım,Samsun,ortaokul
abone7394,42,erkek,10708,Diğer,Adana,doktora
abone7395,60,kadin,6382,Eğitim,Manisa,lisans
abone7396,70,erkek,12268,Sağlık,Ankara,lisans
abone7397,37,kadin,11120,Ulaşım,Manisa,lisans
abone7398,25,kadin,3000,Eğlence,Malatya,lisans
abone7399,54,kadin,5123,Eğitim,Konya,lise
abone7400,51,kadin,12070,Eğitim,Adana,lisans
abone7401,68,erkek,13386,Ulaşım,Samsun,lise
abone7402,27,kadin,11145,Sağlık,Ankara,lise
abone7403,44,kadin,10744,Ulaşım,Izmir,yuksek lisans
abone7404,45,kadin,9749,Eğitim,Sivas,lise
abone7405,68,erkek,3866,Eğitim,Kocaeli,lisans
abone7406,35,kadin,6577,Ulaşım,Antalya,lisans
abone7407,66,erkek,14359,Gıda,Mersin,lisans
abone7408,40,kadin,5441,Giyim,Istanbul,ortaokul
abone7409,38,kadin,12991,Eğlence,Istanbul,lisans
abone7410,52,erkek,5077,Gıda,Istanbul,lisans
abone7411,57,kadin,16684,Gıda,Gaziantep,lisans
abone7412,53,kadin,9031,Giyim,Trabzon,lise
abone7413,62,erkek,8118,Eğitim,Kocaeli,lisans
abone7414,47,erkek,12781,Eğitim,Diyarbakır,lisans
abone7415,21,kadin,5364,Ev Giderleri,Mersin,lisans
abone7416,59,erkek,6290,Ev Giderleri,Sivas,lise
abone7417,34,erkek,14100,Ev Giderleri,Trabzon,lisans
abone7418,56,kadin,3000,Eğitim,Denizli,lise
abone7419,18,kadin,12023,Ev Giderleri,Bursa,lisans
abone7420,19,kadin,12020,Ulaşım,Samsun,lise
abone7421,53,kadin,11788,Diğer,Şanlıurfa,ortaokul
abone7422,46,kadin,10214,Diğer,Manisa,ilkokul
abone7423,30,kadin,11671,Ev Giderleri,Kocaeli,lise
abone7424,37,erkek,10436,Eğlence,Malatya,lise
abone7425,41,erkek,12374,Ulaşım,Izmir,lise
abone7426,64,erkek,9021,Diğer,Istanbul,lise
abone7427,34,kadin,14398,Sağlık,Diyarbakır,lisans
abone7428,60,kadin,7125,Eğitim,Adana,lise
abone7429,53,kadin,9222,Gıda,Malatya,ilkokul
abone7430,53,erkek,4242,Giyim,Sivas,lise
abone7431,47,kadin,13219,Eğlence,Konya,lisans
abone7432,27,erkek,10455,Eğlence,Şanlıurfa,lise
abone7433,19,kadin,10816,Sağlık,Antalya,lise
abone7434,46,kadin,16153,Diğer,Mersin,yuksek lisans
abone7435,49,erkek,7083,Ulaşım,Gaziantep,ortaokul
abone7436,59,kadin,15787,Gıda,Kocaeli,lise
abone7437,29,kadin,16664,Ev Giderleri,Ankara,lisans
abone7438,25,kadin,9778,Sağlık,Adana,lisans
abone7439,65,erkek,14336,Diğer,Gaziantep,yuksek lisans
abone7440,33,kadin,3000,Diğer,Adana,lisans
abone7441,36,kadin,7878,Diğer,Samsun,lise
abone7442,40,erkek,10111,Eğlence,Sivas,doktora
abone7443,34,erkek,3561,Eğitim,Antalya,ortaokul
abone7444,69,kadin,6463,Eğitim,Şanlıurfa,yuksek lisans
abone7445,29,kadin,3000,Eğlence,Kocaeli,lisans
abone7446,35,erkek,9354,Sağlık,Sivas,lisans
abone7447,43,kadin,3413,Eğlence,Samsun,lisans
abone7448,57,kadin,13018,Gıda,Balıkesir,lisans
abone7449,25,kadin,9638,Giyim,Mersin,yuksek lisans
abone7450,63,erkek,13262,Ev Giderleri,Diyarbakır,lisans
abone7451,24,kadin,9562,Diğer,Diyarbakır,lisans
abone7452,32,kadin,8003,Ev Giderleri,Kocaeli,yuksek lisans
abone7453,70,kadin,13081,Giyim,Samsun,lisans
abone7454,32,erkek,13688,Diğer,Malatya,lise
abone7455,38,kadin,9397,Ulaşım,Kocaeli,lisans
abone7456,35,kadin,3000,Diğer,Konya,lisans
abone7457,58,kadin,9804,Sağlık,Izmir,lise
abone7458,67,erkek,7416,Eğitim,Malatya,lisans
abone7459,29,kadin,5404,Eğitim,Samsun,lisans
abone7460,68,kadin,6995,Ev Giderleri,Mersin,lisans
abone7461,34,erkek,7963,Gıda,Şanlıurfa,lisans
abone7462,22,kadin,6532,Sağlık,Gaziantep,lisans
abone7463,55,kadin,11438,Eğitim,Antalya,lise
abone7464,51,kadin,9788,Giyim,Manisa,lisans
abone7465,51,erkek,5977,Ulaşım,Kocaeli,doktora
abone7466,50,erkek,11868,Eğitim,Balıkesir,ortaokul
abone7467,37,erkek,12740,Gıda,Antalya,lise
abone7468,52,erkek,11965,Ulaşım,Istanbul,yuksek lisans
abone7469,45,erkek,3000,Giyim,Kahramanmaraş,lisans
abone7470,28,erkek,14505,Sağlık,Antalya,lisans
abone7471,22,erkek,7049,Sağlık,Samsun,lisans
abone7472,66,kadin,3768,Diğer,Izmir,lise
abone7473,21,kadin,8009,Ulaşım,Bursa,lisans
abone7474,53,erkek,13382,Giyim,Sivas,lise
abone7475,30,erkek,12721,Gıda,Şanlıurfa,lisans
abone7476,57,erkek,15597,Giyim,Mersin,lisans
abone7477,44,kadin,3000,Gıda,Manisa,lisans
abone7478,22,erkek,7306,Sağlık,Samsun,ortaokul
abone7479,51,erkek,6676,Ev Giderleri,Gaziantep,yuksek lisans
abone7480,25,erkek,8727,Ev Giderleri,Sivas,ilkokul
abone7481,46,kadin,9448,Gıda,Balıkesir,yuksek lisans
abone7482,64,kadin,7186,Sağlık,Istanbul,lise
abone7483,39,kadin,10930,Sağlık,Adana,lisans
abone7484,31,erkek,9712,Eğlence,Kocaeli,lisans
abone7485,57,kadin,5703,Sağlık,Denizli,lise
abone7486,31,erkek,17993,Eğitim,Izmir,lise
abone7487,52,kadin,9538,Sağlık,Balıkesir,lisans
abone7488,67,erkek,10737,Sağlık,Ankara,lise
abone7489,49,kadin,15722,Diğer,Trabzon,lisans
abone7490,70,erkek,5572,Gıda,Konya,yuksek lisans
abone7491,68,erkek,10978,Eğitim,Denizli,lise
abone7492,31,kadin,3000,Sağlık,Adana,lise
abone7493,58,erkek,8426,Giyim,Balıkesir,ortaokul
abone7494,26,erkek,6276,Eğitim,Kahramanmaraş,yuksek lisans
abone7495,67,erkek,7164,Ev Giderleri,Manisa,lise
abone7496,65,kadin,6378,Ulaşım,Antalya,lise
abone7497,35,erkek,8386,Eğitim,Malatya,lisans
abone7498,26,erkek,9237,Ulaşım,Trabzon,lisans
abone7499,38,kadin,10183,Ev Giderleri,Trabzon,yuksek lisans
abone7500,28,kadin,13220,Gıda,Denizli,doktora
abone7501,33,kadin,9903,Gıda,Malatya,doktora
abone7502,20,erkek,11048,Ulaşım,Ankara,lise
abone7503,25,kadin,7016,Ev Giderleri,Izmir,lise
abone7504,34,kadin,12549,Sağlık,Malatya,lise
abone7505,55,erkek,4476,Giyim,Sivas,doktora
abone7506,30,erkek,5307,Diğer,Şanlıurfa,lise
abone7507,35,erkek,10586,Gıda,Kahramanmaraş,lisans
abone7508,43,erkek,10878,Sağlık,Bursa,lisans
abone7509,25,kadin,6954,Sağlık,Kahramanmaraş,lisans
abone7510,60,erkek,9434,Ev Giderleri,Konya,lise
abone7511,51,kadin,11100,Eğlence,Konya,lise
abone7512,30,kadin,4669,Gıda,Gaziantep,lise
abone7513,48,erkek,3000,Diğer,Denizli,lisans
abone7514,25,erkek,4351,Ulaşım,Izmir,lisans
abone7515,53,kadin,6079,Ulaşım,Ankara,yuksek lisans
abone7516,69,erkek,3000,Eğlence,Manisa,lisans
abone7517,69,erkek,12317,Diğer,Samsun,lisans
abone7518,21,erkek,5831,Diğer,Kahramanmaraş,lisans
abone7519,38,kadin,11898,Giyim,Ankara,lisans
abone7520,31,erkek,4352,Ev Giderleri,Ankara,lisans
abone7521,57,kadin,20223,Ev Giderleri,Konya,ortaokul
abone7522,68,erkek,4620,Gıda,Kahramanmaraş,ortaokul
abone7523,31,kadin,10156,Gıda,Şanlıurfa,lisans
abone7524,67,erkek,5635,Diğer,Balıkesir,yuksek lisans
abone7525,37,erkek,11072,Giyim,Sivas,lise
abone7526,39,kadin,7430,Ev Giderleri,Mersin,lisans
abone7527,33,kadin,7229,Gıda,Gaziantep,lisans
